N,Time
2,0.0059780830051749945
7,0.17106333398260176
12,1.2986091669881716
17,5.595435749972239
22,17.383288042037748
27,44.078592582955025
32,97.82551091595087
37,199.88123137503862
42,412.7434952079784
47,636.6880095000379
